Transaction ID,Order ID,Date
FIT38624,38624,06/01/2017 20:34:50
FIT38630,38630,06/01/2017 21:06:41
FIT38632,38632,06/01/2017 21:15:01
FIT38634,38634,06/01/2017 21:29:34
MFIT38635,38635,06/01/2017 22:03:50
FIT38638,38638,06/01/2017 22:55:44
FIT38639,38639,06/01/2017 22:55:48
FIT38649,38649,07/01/2017 00:39:46
Fit38658,38658,24/06/2017 17:32:48
FIT38659,38659,07/01/2017 07:52:27
FIT38662,38662,07/01/2017 09:03:15
FIT38665,38665,09/01/2017 17:12:48
FIT38674,38674,07/01/2017 11:29:49
FIT38690,38690,07/01/2017 14:09:21
FIT38695,38695,07/01/2017 13:29:12
FIT38705,38705,07/01/2017 13:54:54
FIT38711,38711,07/01/2017 14:43:44
FIT38712,38712,07/01/2017 14:10:09
FIT38717,38717,07/01/2017 14:57:32
FIT38718,38718,07/01/2017 14:28:18
FIT38728,38728,07/01/2017 15:18:44
FIT38730,38730,07/01/2017 14:35:01
FIT38732,38732,07/01/2017 14:46:26
FIT38743,38743,07/01/2017 15:05:24
FIT38749,38749,07/01/2017 15:13:36
FIT38754,38754,07/01/2017 15:34:00
FIT38759,38759,07/01/2017 21:17:48
FIT38780,38780,07/01/2017 17:17:03
MFIT38785,38785,07/01/2017 16:56:25
Fit38789,38789,28/04/2017 18:00:35
FIT38790,38790,07/01/2017 16:59:23
FIT38804,38804,07/01/2017 18:01:09
FIT38809,38809,07/01/2017 18:34:28
FIT38812,38812,07/01/2017 18:47:29
FIT38813,38813,07/01/2017 18:49:04
Fit38817,38817,28/04/2017 19:20:07
FIT38820,38820,07/01/2017 18:57:07
FIT38822,38822,07/01/2017 18:57:16
FIT38823,38823,07/01/2017 18:59:20
FIT38826,38826,07/01/2017 19:11:21
FIT38830,38830,07/01/2017 19:26:16
MFIT38833,38833,07/01/2017 19:33:26
FIT38835,38835,07/01/2017 19:42:15
FIT38838,38838,07/01/2017 19:44:02
FIT38840,38840,07/01/2017 19:45:56
FIT38845,38845,07/01/2017 19:58:56
FIT38849,38849,07/01/2017 20:03:59
Fit38855,38855,28/04/2017 19:07:42
FIT38858,38858,07/01/2017 20:22:27
FIT38859,38859,07/01/2017 20:28:38
FIT38862,38862,07/01/2017 20:35:04
FIT38864,38864,07/01/2017 20:43:11
FIT38865,38865,07/01/2017 20:44:19
FIT38866,38866,07/01/2017 20:45:06
FIT38868,38868,07/01/2017 20:47:21
FIT38870,38870,07/01/2017 20:54:18
FIT38886,38886,07/01/2017 21:36:18
FIT38887,38887,07/01/2017 21:39:37
FIT38888,38888,07/01/2017 22:01:47
FIT38892,38892,07/01/2017 22:09:57
FIT38895,38895,07/01/2017 22:13:04
FIT38897,38897,07/01/2017 22:25:57
FIT38898,38898,07/01/2017 22:56:29
FIT38900,38900,07/01/2017 23:22:48
FIT38907,38907,08/01/2017 00:26:32
FIT38908,38908,08/01/2017 00:42:11
FIT38919,38919,08/01/2017 01:18:39
FIT38931,38931,08/01/2017 11:25:19
MFIT38937,38937,08/01/2017 11:47:03
FIT38942,38942,08/01/2017 13:39:05
MFIT38956,38956,08/01/2017 14:05:13
Fit38956,38956,08/06/2017 17:27:37
FIT38957,38957,08/01/2017 14:09:49
FIT38960,38960,08/01/2017 14:16:32
FIT38963,38963,08/01/2017 14:22:59
MFIT38970,38970,08/01/2017 14:34:52
FIT38971,38971,08/01/2017 14:38:25
FIT38985,38985,08/01/2017 23:12:06
FIT38987,38987,08/01/2017 16:48:13
FIT38997,38997,08/01/2017 17:58:50
FIT39000,39000,08/01/2017 19:20:42
FIT39001,39001,08/01/2017 19:31:45
FIT39004,39004,08/01/2017 19:46:12
MFIT39006,39006,08/01/2017 20:02:59
FIT39010,39010,08/01/2017 20:09:07
FIT39012,39012,08/01/2017 20:16:48
FIT39013,39013,08/01/2017 20:38:56
FIT39015,39015,08/01/2017 20:53:11
FIT39016,39016,08/01/2017 21:02:01
FIT39027,39027,08/01/2017 22:59:20
FIT39032,39032,08/01/2017 23:43:09
FIT39033,39033,08/01/2017 23:50:09
FIT39034,39034,08/01/2017 23:50:53
FIT39035,39035,09/01/2017 00:15:19
FIT39044,39044,09/01/2017 07:07:04
FIT39046,39046,09/01/2017 08:22:31
FIT39047,39047,09/01/2017 08:50:02
FIT39050,39050,09/01/2017 10:17:32
FIT39051,39051,09/01/2017 10:21:51
FIT39054,39054,09/01/2017 11:04:14
FIT39055,39055,09/01/2017 11:36:27
FIT39056,39056,09/01/2017 11:07:05
FIT39058,39058,09/01/2017 11:10:49
FIT39059,39059,09/01/2017 11:12:26
FIT39069,39069,10/01/2017 09:00:59
FIT39079,39079,09/01/2017 12:43:17
FIT39085,39085,09/01/2017 12:59:16
FIT39088,39088,09/01/2017 12:57:25
FIT39090,39090,09/01/2017 12:59:39
FIT39092,39092,09/01/2017 13:26:34
FIT39094,39094,09/01/2017 13:03:01
FIT39101,39101,09/01/2017 13:28:18
FIT39102,39102,09/01/2017 13:31:16
FIT39110,39110,09/01/2017 14:22:40
FIT39112,39112,09/01/2017 14:23:23
FIT39120,39120,09/01/2017 14:43:40
FIT39122,39122,09/01/2017 14:45:20
FIT39132,39132,09/01/2017 15:07:44
FIT39133,39133,09/01/2017 15:09:28
MFIT39139,39139,09/01/2017 15:26:14
FIT39140,39140,09/01/2017 15:26:35
FIT39141,39141,09/01/2017 15:28:51
FIT39148,39148,09/01/2017 15:56:22
FIT39150,39150,09/01/2017 16:00:38
FIT39155,39155,09/01/2017 16:14:44
FIT39156,39156,09/01/2017 16:23:29
FIT39158,39158,09/01/2017 16:28:48
FIT39165,39165,09/01/2017 16:47:49
FIT39170,39170,09/01/2017 17:10:26
FIT39172,39172,09/01/2017 17:07:42
FIT39182,39182,09/01/2017 17:24:05
FIT39186,39186,09/01/2017 17:34:01
FIT39203,39203,10/01/2017 11:42:08
FIT39204,39204,10/01/2017 09:32:51
FIT39206,39206,09/01/2017 18:47:39
FIT39207,39207,09/01/2017 18:48:55
FIT39213,39213,09/01/2017 18:59:15
FIT39216,39216,09/01/2017 19:10:04
FIT39217,39217,12/01/2017 22:06:09
FIT39230,39230,09/01/2017 20:10:09
FIT39231,39231,10/01/2017 12:26:55
FIT39235,39235,09/01/2017 20:24:49
FIT39249,39249,16/01/2017 15:31:23
FIT39250,39250,09/01/2017 21:07:17
FIT39252,39252,09/01/2017 21:08:26
FIT39255,39255,09/01/2017 21:19:11
MFIT39261,39261,09/01/2017 21:55:53
FIT39266,39266,09/01/2017 22:32:06
MFIT39267,39267,09/01/2017 22:33:22
MFIT39275,39275,09/01/2017 23:07:39
FIT39276,39276,09/01/2017 23:08:10
FIT39277,39277,09/01/2017 23:08:13
FIT39278,39278,09/01/2017 23:16:34
MFIT39287,39287,10/01/2017 00:13:29
Fit39287,39287,10/06/2017 17:14:39
FIT39300,39300,10/01/2017 08:11:13
FIT39301,39301,10/01/2017 08:11:52
FIT39304,39304,10/01/2017 09:16:05
FIT39317,39317,10/01/2017 11:19:20
FIT39319,39319,10/01/2017 11:53:34
FIT39325,39325,19/01/2017 12:26:35
FIT39328,39328,10/01/2017 12:15:15
FIT39331,39331,10/01/2017 12:22:50
FIT39333,39333,11/01/2017 20:36:48
MFIT39341,39341,10/01/2017 13:16:44
MFIT39343,39343,10/01/2017 14:30:19
Fit39349,39349,28/04/2017 17:45:48
FIT39351,39351,10/01/2017 14:42:51
FIT39364,39364,10/01/2017 15:33:50
FIT39365,39365,10/01/2017 15:44:07
FIT39366,39366,10/01/2017 15:43:16
FIT39368,39368,10/01/2017 16:06:58
FIT39371,39371,10/01/2017 16:05:06
FIT39374,39374,10/01/2017 16:16:19
FIT39375,39375,10/01/2017 16:19:10
FIT39377,39377,11/01/2017 22:17:19
FIT39383,39383,11/01/2017 20:15:59
FIT39387,39387,10/01/2017 16:57:45
FIT39388,39388,10/01/2017 17:00:21
FIT39390,39390,10/01/2017 17:04:48
FIT39391,39391,10/01/2017 17:13:20
FIT39408,39408,10/01/2017 20:43:10
FIT39412,39412,10/01/2017 20:13:09
FIT39413,39413,10/01/2017 18:43:25
FIT39415,39415,13/01/2017 17:18:23
FIT39417,39417,10/01/2017 18:47:36
FIT39422,39422,10/01/2017 19:11:19
FIT39433,39433,10/01/2017 19:58:42
FIT39437,39437,10/01/2017 20:03:49
FIT39439,39439,10/01/2017 20:12:49
FIT39443,39443,10/01/2017 20:25:23
FIT39449,39449,10/01/2017 20:54:22
FIT39459,39459,10/01/2017 21:42:43
FIT39460,39460,10/01/2017 21:46:23
FIT39466,39466,10/01/2017 21:57:59
FIT39485,39485,11/01/2017 08:06:06
FIT39486,39486,11/01/2017 08:12:54
MFIT39487,39487,11/01/2017 08:28:14
FIT39497,39497,11/01/2017 10:17:03
FIT39500,39500,11/01/2017 10:49:27
MFIT39502,39502,11/01/2017 10:33:42
Fit39514,39514,28/04/2017 18:52:39
FIT39521,39521,11/01/2017 11:43:35
FIT39524,39524,11/01/2017 11:48:34
FIT39525,39525,11/01/2017 12:12:46
FIT39527,39527,11/01/2017 12:15:29
FIT39528,39528,11/01/2017 12:20:12
FIT39533,39533,11/01/2017 18:59:03
FIT39539,39539,11/01/2017 13:14:25
FIT39540,39540,11/01/2017 22:40:19
FIT39541,39541,11/01/2017 13:23:14
MFIT39543,39543,11/01/2017 13:45:32
FIT39544,39544,11/01/2017 19:29:34
FIT39545,39545,11/01/2017 19:24:55
MFIT39553,39553,11/01/2017 14:02:19
FIT39556,39556,11/01/2017 14:19:35
FIT39563,39563,11/01/2017 15:16:27
FIT39574,39574,11/01/2017 15:09:37
FIT39575,39575,11/01/2017 15:15:49
FIT39576,39576,11/01/2017 15:21:32
FIT39577,39577,11/01/2017 15:31:30
FIT39586,39586,11/01/2017 16:18:26
FIT39587,39587,12/01/2017 23:01:43
FIT39589,39589,11/01/2017 16:21:24
FIT39593,39593,11/01/2017 16:48:02
FIT39601,39601,14/01/2017 18:53:46
FIT39604,39604,11/01/2017 17:18:29
FIT39612,39612,11/01/2017 17:46:51
FIT39620,39620,12/01/2017 14:19:07
FIT39631,39631,11/01/2017 19:12:24
FIT39634,39634,11/01/2017 19:28:53
FIT39638,39638,11/01/2017 19:47:13
FIT39646,39646,12/01/2017 07:16:05
FIT39650,39650,11/01/2017 20:40:52
FIT39655,39655,11/01/2017 20:45:40
FIT39660,39660,11/01/2017 20:52:40
FIT39669,39669,11/01/2017 22:05:10
FIT39674,39674,11/01/2017 22:41:11
FIT39679,39679,11/01/2017 22:51:01
FIT39682,39682,11/01/2017 23:13:31
FIT39703,39703,12/01/2017 03:00:02
FIT39706,39706,12/01/2017 07:25:59
FIT39707,39707,12/01/2017 07:38:23
FIT39716,39716,12/01/2017 09:21:39
FIT39717,39717,12/01/2017 11:34:56
FIT39725,39725,12/01/2017 11:14:30
FIT39726,39726,12/01/2017 11:24:00
FIT39735,39735,12/01/2017 11:46:37
FIT39746,39746,12/01/2017 12:08:58
FIT39748,39748,12/01/2017 12:22:29
FIT39752,39752,12/01/2017 12:35:09
FIT39764,39764,12/01/2017 13:15:01
MFIT39769,39769,12/01/2017 13:22:56
FIT39779,39779,12/01/2017 13:44:05
FIT39812,39812,12/01/2017 14:53:33
FIT39815,39815,12/01/2017 15:18:11
FIT39820,39820,12/01/2017 15:51:27
Fit39821,39821,12/06/2017 17:29:44
FIT39825,39825,12/01/2017 16:09:09
MFIT39837,39837,12/01/2017 16:58:02
FIT39838,39838,12/01/2017 17:08:09
FIT39839,39839,12/01/2017 17:08:34
FIT39844,39844,13/01/2017 11:48:42
FIT39845,39845,12/01/2017 17:31:08
MFIT39852,39852,12/01/2017 17:53:30
FIT39853,39853,12/01/2017 17:51:39
FIT39856,39856,12/01/2017 18:46:41
FIT39860,39860,13/01/2017 07:25:30
MFIT39865,39865,12/01/2017 19:09:54
FIT39871,39871,12/01/2017 19:55:33
FIT39876,39876,12/01/2017 20:16:52
FIT39883,39883,12/01/2017 21:22:49
FIT39888,39888,12/01/2017 22:10:43
FIT39891,39891,12/01/2017 22:49:06
FIT39898,39898,12/01/2017 23:14:05
MFIT39899,39899,12/01/2017 23:35:24
FIT39904,39904,13/01/2017 00:11:58
FIT39905,39905,13/01/2017 00:21:10
FIT39906,39906,13/01/2017 00:21:54
MFIT39909,39909,13/01/2017 02:15:39
FIT39911,39911,13/01/2017 03:04:59
FIT39913,39913,13/01/2017 04:59:50
FIT39917,39917,13/01/2017 09:07:11
FIT39920,39920,13/01/2017 10:55:15
FIT39927,39927,13/01/2017 11:35:36
FIT39934,39934,14/01/2017 15:29:37
FIT39936,39936,13/01/2017 12:17:50
FIT39937,39937,13/01/2017 12:20:48
FIT39941,39941,13/01/2017 12:40:32
Fit39944,39944,08/06/2017 18:13:35
FIT39950,39950,13/01/2017 13:44:43
FIT39970,39970,13/01/2017 15:52:24
FIT39972,39972,13/01/2017 15:40:44
FIT39975,39975,13/01/2017 15:44:07
FIT39982,39982,13/01/2017 16:15:59
FIT39986,39986,13/01/2017 16:40:58
FIT39988,39988,13/01/2017 16:51:30
FIT40001,40001,13/01/2017 18:40:15
FIT40004,40004,13/01/2017 18:54:37
FIT40005,40005,13/01/2017 18:51:18
FIT40010,40010,13/01/2017 19:14:29
MFIT40020,40020,13/01/2017 20:08:40
FIT40023,40023,13/01/2017 20:28:21
FIT40029,40029,13/01/2017 20:48:03
FIT40033,40033,13/01/2017 21:17:19
FIT40039,40039,13/01/2017 22:37:00
FIT40043,40043,13/01/2017 23:28:10
FIT40044,40044,13/01/2017 23:33:26
FIT40048,40048,14/01/2017 00:14:33
FIT40050,40050,14/01/2017 01:39:38
FIT40051,40051,14/01/2017 01:50:04
FIT40065,40065,14/01/2017 11:39:27
FIT40068,40068,14/01/2017 19:47:18
FIT40077,40077,14/01/2017 12:43:16
FIT40078,40078,14/01/2017 12:44:47
MFIT40087,40087,14/01/2017 13:20:04
FIT40091,40091,14/01/2017 13:54:10
FIT40092,40092,14/01/2017 13:55:39
FIT40093,40093,14/01/2017 14:05:36
FIT40095,40095,14/01/2017 14:10:23
FIT40103,40103,14/01/2017 14:41:57
FIT40105,40105,14/01/2017 14:49:11
FIT40108,40108,14/01/2017 14:58:25
MFIT40110,40110,14/01/2017 15:09:29
FIT40115,40115,14/01/2017 15:24:33
FIT40117,40117,14/01/2017 16:22:26
FIT40120,40120,14/01/2017 15:59:45
FIT40121,40121,14/01/2017 16:16:57
FIT40125,40125,14/01/2017 16:32:19
FIT40130,40130,14/01/2017 17:26:01
FIT40132,40132,14/01/2017 17:30:02
FIT40133,40133,14/01/2017 17:34:30
MFIT40137,40137,14/01/2017 17:41:37
MFIT40138,40138,14/01/2017 17:55:49
FIT40141,40141,14/01/2017 18:00:30
FIT40142,40142,14/01/2017 18:40:02
FIT40151,40151,14/01/2017 19:29:56
FIT40155,40155,17/01/2017 13:04:00
MFIT40157,40157,14/01/2017 20:06:17
MFIT40158,40158,14/01/2017 20:09:35
FIT40159,40159,14/01/2017 21:06:35
MFIT40162,40162,14/01/2017 20:54:29
MFIT40163,40163,14/01/2017 21:19:39
FIT40173,40173,14/01/2017 22:43:38
FIT40174,40174,14/01/2017 22:44:21
FIT40175,40175,14/01/2017 22:56:06
FIT40176,40176,14/01/2017 23:29:12
MFIT40181,40181,15/01/2017 00:15:20
FIT40184,40184,15/01/2017 00:49:48
FIT40194,40194,15/01/2017 09:10:58
FIT40196,40196,15/01/2017 10:03:50
FIT40199,40199,15/01/2017 11:12:38
FIT40201,40201,15/01/2017 11:29:13
FIT40202,40202,15/01/2017 12:08:43
FIT40203,40203,15/01/2017 12:12:38
FIT40205,40205,15/01/2017 12:15:16
FIT40223,40223,15/01/2017 14:14:39
FIT40227,40227,15/01/2017 15:00:20
MFIT40237,40237,15/01/2017 18:33:32
FIT40245,40245,15/01/2017 19:39:21
FIT40248,40248,15/01/2017 20:35:51
FIT40250,40250,15/01/2017 21:27:27
FIT40253,40253,15/01/2017 22:23:20
FIT40255,40255,15/01/2017 22:34:06
FIT40260,40260,16/01/2017 00:50:41
FIT40263,40263,16/01/2017 01:36:39
FIT40266,40266,16/01/2017 02:15:42
FIT40267,40267,16/01/2017 06:25:19
FIT40278,40278,16/01/2017 16:07:00
FIT40279,40279,16/01/2017 10:33:38
FIT40281,40281,16/01/2017 11:01:26
FIT40282,40282,16/01/2017 11:06:57
FIT40283,40283,16/01/2017 11:09:59
FIT40287,40287,16/01/2017 11:17:14
FIT40288,40288,16/01/2017 11:32:44
FIT40290,40290,16/01/2017 11:39:25
FIT40298,40298,16/01/2017 12:22:47
FIT40300,40300,16/01/2017 12:40:13
FIT40301,40301,16/01/2017 12:40:32
FIT40305,40305,16/01/2017 12:52:26
FIT40306,40306,16/01/2017 13:00:49
FIT40311,40311,16/01/2017 13:23:21
FIT40316,40316,16/01/2017 13:42:37
FIT40317,40317,16/01/2017 13:47:04
FIT40326,40326,16/01/2017 14:27:33
Fit40330,40330,13/06/2017 16:34:45
FIT40346,40346,16/01/2017 16:14:33
FIT40352,40352,16/01/2017 16:47:51
FIT40354,40354,16/01/2017 16:59:16
Fit40357,40357,25/04/2017 12:22:40
FIT40360,40360,16/01/2017 17:18:40
FIT40364,40364,16/01/2017 17:24:29
FIT40367,40367,16/01/2017 17:31:36
MFIT40371,40371,16/01/2017 17:34:27
FIT40381,40381,16/01/2017 22:28:21
FIT40382,40382,16/01/2017 18:17:40
MFIT40386,40386,16/01/2017 18:20:33
FIT40414,40414,16/01/2017 18:36:00
FIT40421,40421,16/01/2017 18:43:58
MFIT40428,40428,16/01/2017 18:53:11
FIT40435,40435,16/01/2017 19:00:48
Fit40436,40436,28/04/2017 17:16:36
Fit40437,40437,28/04/2017 18:38:39
FIT40439,40439,16/01/2017 19:13:58
FIT40441,40441,17/01/2017 19:02:06
FIT40442,40442,16/01/2017 19:41:32
FIT40445,40445,16/01/2017 19:41:33
FIT40451,40451,16/01/2017 19:55:32
FIT40452,40452,16/01/2017 19:56:07
FIT40453,40453,16/01/2017 20:08:08
FIT40456,40456,16/01/2017 20:54:38
MFIT40457,40457,16/01/2017 20:30:43
MFIT40469,40469,16/01/2017 21:25:22
FIT40474,40474,16/01/2017 21:45:08
FIT40477,40477,16/01/2017 21:51:56
MFIT40478,40478,16/01/2017 21:54:22
FIT40482,40482,16/01/2017 22:00:53
MFIT40487,40487,16/01/2017 22:07:07
Fit40487,40487,19/06/2017 17:29:36
FIT40490,40490,16/01/2017 22:34:46
MFIT40492,40492,16/01/2017 22:47:11
MFIT40513,40513,17/01/2017 07:22:32
FIT40525,40525,17/01/2017 09:58:04
FIT40530,40530,17/01/2017 10:43:43
FIT40531,40531,17/01/2017 10:47:16
FIT40532,40532,17/01/2017 10:47:28
FIT40533,40533,17/01/2017 10:50:57
FIT40537,40537,17/01/2017 11:28:53
Fit40538,40538,28/04/2017 17:14:42
FIT40539,40539,17/01/2017 23:55:59
FIT40541,40541,18/01/2017 16:18:12
FIT40548,40548,17/01/2017 12:17:13
FIT40559,40559,17/01/2017 13:50:59
FIT40560,40560,18/01/2017 12:50:46
FIT40561,40561,17/01/2017 13:47:19
FIT40570,40570,17/01/2017 14:21:17
FIT40573,40573,17/01/2017 14:35:37
FIT40574,40574,17/01/2017 14:44:58
FIT40578,40578,17/02/2017 23:32:10
FIT40580,40580,17/01/2017 15:05:55
FIT40581,40581,17/01/2017 15:26:28
FIT40589,40589,17/01/2017 23:52:32
FIT40603,40603,17/01/2017 18:13:38
FIT40615,40615,17/01/2017 18:41:36
FIT40616,40616,17/01/2017 18:42:41
FIT40618,40618,17/01/2017 18:44:54
FIT40619,40619,17/01/2017 18:52:33
FIT40629,40629,17/01/2017 19:15:16
FIT40636,40636,17/01/2017 20:08:21
FIT40640,40640,17/01/2017 20:28:14
FIT40642,40642,17/01/2017 23:51:22
FIT40643,40643,17/01/2017 21:13:11
FIT40645,40645,17/01/2017 21:22:02
Fit40647,40647,22/04/2017 16:02:41
FIT40648,40648,17/01/2017 21:58:10
FIT40658,40658,17/01/2017 23:07:05
MFIT40668,40668,18/01/2017 00:02:57
Fit40668,40668,17/06/2017 18:56:48
FIT40670,40670,18/01/2017 00:37:36
Fit40671,40671,20/04/2017 14:50:45
FIT40677,40677,18/01/2017 06:27:40
MFIT40683,40683,18/01/2017 09:30:54
FIT40688,40688,18/01/2017 09:42:38
FIT40692,40692,18/01/2017 10:00:23
FIT40696,40696,18/01/2017 10:18:03
FIT40697,40697,18/01/2017 10:18:23
FIT40700,40700,18/01/2017 10:56:05
FIT40701,40701,18/01/2017 10:56:25
FIT40703,40703,18/01/2017 11:07:36
FIT40709,40709,18/01/2017 19:55:21
FIT40717,40717,18/01/2017 12:42:14
FIT40720,40720,18/01/2017 12:46:37
FIT40724,40724,18/01/2017 12:58:33
FIT40726,40726,18/01/2017 13:09:31
FIT40733,40733,19/01/2017 18:01:24
FIT40743,40743,18/01/2017 14:02:41
MFIT40750,40750,18/01/2017 14:25:44
FIT40751,40751,18/01/2017 14:34:31
FIT40752,40752,18/01/2017 14:36:05
Fit40757,40757,19/06/2017 17:10:41
FIT40761,40761,18/01/2017 15:19:26
FIT40763,40763,18/01/2017 15:25:26
FIT40766,40766,18/01/2017 15:32:05
FIT40767,40767,18/01/2017 15:41:22
FIT40780,40780,18/01/2017 16:03:44
FIT40795,40795,18/01/2017 16:34:18
FIT40799,40799,18/01/2017 16:55:42
FIT40802,40802,18/01/2017 17:19:33
FIT40807,40807,18/01/2017 17:39:26
FIT40813,40813,18/01/2017 18:09:15
Fit40815,40815,12/06/2017 17:00:40
FIT40816,40816,18/01/2017 18:20:32
FIT40819,40819,18/01/2017 18:39:39
FIT40822,40822,18/01/2017 18:52:31
FIT40831,40831,18/01/2017 19:12:23
FIT40842,40842,18/01/2017 19:36:28
FIT40846,40846,18/01/2017 20:09:31
MFIT40856,40856,18/01/2017 21:02:30
FIT40857,40857,18/01/2017 21:18:03
FIT40858,40858,18/01/2017 21:22:31
FIT40862,40862,18/01/2017 22:24:08
FIT40863,40863,18/01/2017 22:43:28
FIT40866,40866,18/01/2017 23:19:51
FIT40867,40867,18/01/2017 23:20:01
FIT40868,40868,18/01/2017 23:25:07
FIT40871,40871,18/01/2017 23:36:10
FIT40883,40883,19/01/2017 06:37:55
FIT40886,40886,19/01/2017 08:26:42
FIT40887,40887,19/01/2017 08:34:09
FIT40888,40888,20/01/2017 15:36:30
FIT40889,40889,19/01/2017 08:50:59
FIT40890,40890,19/01/2017 09:39:51
MFIT40895,40895,19/01/2017 10:16:54
FIT40908,40908,19/01/2017 12:34:17
FIT40913,40913,19/01/2017 13:24:53
FIT40916,40916,19/01/2017 13:13:46
FIT40918,40918,19/01/2017 13:22:59
FIT40920,40920,19/01/2017 13:39:57
FIT40929,40929,19/01/2017 14:34:27
Fit40931,40931,20/04/2017 15:30:35
FIT40932,40932,19/01/2017 14:46:44
FIT40936,40936,19/01/2017 15:44:15
FIT40945,40945,20/01/2017 22:39:50
FIT40948,40948,19/01/2017 17:47:57
MFIT40949,40949,19/01/2017 17:48:49
MFIT40950,40950,19/01/2017 17:49:16
Fit40951,40951,26/04/2017 17:25:37
FIT40956,40956,19/01/2017 18:05:53
FIT40958,40958,19/01/2017 18:21:25
FIT40963,40963,19/01/2017 18:33:03
FIT40965,40965,19/01/2017 18:41:54
FIT40966,40966,19/01/2017 21:41:43
FIT40968,40968,19/01/2017 18:55:15
FIT40975,40975,19/01/2017 20:15:55
FIT40977,40977,19/01/2017 20:39:03
FIT40986,40986,19/01/2017 23:43:54
FIT40987,40987,20/01/2017 00:10:14
MFIT40989,40989,20/01/2017 00:59:26
FIT40991,40991,20/01/2017 01:03:10
MFIT40995,40995,20/01/2017 04:14:48
FIT40999,40999,20/01/2017 08:26:22
FIT41004,41004,30/01/2017 21:42:44
FIT41008,41008,20/01/2017 11:27:08
FIT41010,41010,20/01/2017 11:36:06
FIT41019,41019,20/01/2017 12:18:12
FIT41024,41024,20/01/2017 12:43:13
FIT41025,41025,20/01/2017 12:46:03
FIT41029,41029,20/01/2017 13:03:01
MFIT41030,41030,20/01/2017 13:05:03
MFIT41035,41035,20/01/2017 13:27:56
MFIT41042,41042,20/01/2017 13:58:28
FIT41043,41043,20/01/2017 13:59:15
Fit41049,41049,16/06/2017 16:52:48
MFIT41051,41051,20/01/2017 14:44:13
FIT41078,41078,20/01/2017 16:12:05
FIT41085,41085,20/01/2017 17:07:37
FIT41086,41086,20/01/2017 17:16:41
FIT41087,41087,20/01/2017 17:17:18
FIT41097,41097,20/01/2017 18:05:48
MFIT41110,41110,20/01/2017 19:09:06
FIT41111,41111,20/01/2017 19:12:46
MFIT41120,41120,20/01/2017 19:55:39
MFIT41122,41122,20/01/2017 19:58:38
FIT41127,41127,20/01/2017 20:10:26
MFIT41129,41129,20/01/2017 20:31:50
Fit41130,41130,26/04/2017 17:12:48
FIT41131,41131,21/01/2017 11:08:32
FIT41132,41132,20/01/2017 21:17:12
FIT41136,41136,20/01/2017 22:19:14
FIT41189,41189,21/01/2017 12:08:05
FIT41191,41191,21/01/2017 12:09:50
FIT41219,41219,21/01/2017 14:47:24
FIT41221,41221,21/01/2017 15:10:10
MFIT41223,41223,21/01/2017 15:15:50
FIT41230,41230,21/01/2017 15:47:25
FIT41233,41233,21/01/2017 15:52:18
FIT41235,41235,21/01/2017 15:55:10
FIT41237,41237,21/01/2017 16:03:57
MFIT41238,41238,21/01/2017 16:08:10
FIT41241,41241,21/01/2017 16:12:40
MFIT41246,41246,21/01/2017 16:21:57
FIT41253,41253,21/01/2017 16:28:39
MFIT41254,41254,21/01/2017 16:30:37
FIT41263,41263,21/01/2017 16:58:17
FIT41265,41265,21/01/2017 17:04:51
MFIT41269,41269,21/01/2017 17:41:10
FIT41272,41272,21/01/2017 17:47:55
FIT41274,41274,21/01/2017 18:10:38
FIT41276,41276,21/01/2017 18:30:04
FIT41280,41280,21/01/2017 19:08:21
FIT41281,41281,21/01/2017 19:10:55
FIT41289,41289,21/01/2017 20:19:50
MFIT41295,41295,21/01/2017 20:28:09
MFIT41302,41302,21/01/2017 21:43:03
MFIT41307,41307,21/01/2017 23:35:23
MFIT41312,41312,22/01/2017 00:04:11
MFIT41314,41314,22/01/2017 00:09:11
FIT41320,41320,22/01/2017 02:31:03
FIT41325,41325,22/01/2017 09:03:22
FIT41329,41329,22/01/2017 09:52:01
FIT41330,41330,22/01/2017 09:57:54
FIT41331,41331,22/01/2017 10:14:03
MFIT41339,41339,22/01/2017 11:53:59
FIT41340,41340,22/01/2017 11:44:32
FIT41341,41341,22/01/2017 11:49:41
Fit41344,41344,21/04/2017 15:44:38
FIT41347,41347,22/01/2017 13:02:08
FIT41349,41349,22/01/2017 13:26:33
MFIT41352,41352,22/01/2017 14:15:24
MFIT41354,41354,22/01/2017 14:26:40
Fit41355,41355,28/04/2017 17:07:49
Fit41356,41356,30/06/2017 16:08:34
FIT41368,41368,22/01/2017 18:38:24
FIT41371,41371,22/01/2017 19:41:05
FIT41372,41372,22/01/2017 19:58:38
FIT41375,41375,22/01/2017 20:24:48
FIT41380,41380,22/01/2017 20:50:14
MFIT41384,41384,22/01/2017 21:00:40
FIT41387,41387,22/01/2017 22:04:42
FIT41394,41394,23/01/2017 00:48:32
FIT41401,41401,23/01/2017 09:38:21
FIT41403,41403,23/01/2017 09:55:53
FIT41406,41406,23/01/2017 10:43:43
FIT41408,41408,23/01/2017 11:15:00
FIT41409,41409,23/01/2017 11:20:10
Fit41433,41433,20/04/2017 14:10:37
FIT41434,41434,23/01/2017 13:39:40
FIT41440,41440,23/01/2017 14:01:50
FIT41452,41452,23/01/2017 14:44:04
FIT41464,41464,23/01/2017 15:52:55
FIT41466,41466,23/01/2017 15:59:47
FIT41473,41473,23/01/2017 16:14:35
